"","t2_BS_C.mzML","t0_BS_C.mzML","t1_BS_C.mzML","t5_BS_C.mzML","t3_BS_3.mzML","t2_BS_2.mzML","t3_BS_C.mzML","t2_BS_1.mzML","t3_BS_2.mzML","t1_BS_1.mzML","t2_BS_3.mzML","t1_BS_3.mzML","t1_BS_2.mzML","t3_BS_1.mzML","t4_BS_C.mzML","t6_BS_C.mzML","t4_BS_2.mzML","t0_BS_3.mzML","t0_BS_2.mzML","t7_BS_C.mzML","t8_BS_C.mzML","t7_BS_2.mzML","t9_BS_C.mzML","t8_BS_1.mzML","t7_BS_3.mzML","t7_BS_1.mzML","t8_BS_2.mzML","t6_BS_1.mzML","t4_BS_3.mzML","t4_BS_1.mzML","t5_BS_3.mzML","t6_BS_2.mzML","t5_BS_1.mzML","t6_BS_3.mzML","t0_BS_1.mzML","t9_BS_1.mzML","t5_BS_2.mzML","t8_BS_3.mzML","t9_BS_3.mzML","t9_BS_2.mzML"
"238_175.087_1.072",3766,3766,3766,27837.86,20135.021,16259.466,30216.494,7580.4565,22667.496,15532.211,15139.33,5582.8916,14970.108,15727.073,36318.86,21968.607,11606.727,35516.24,20282.828,27646.268,12316.427,14229.867,25513.844,5538.167,10947.66,12407.771,10835.701,3766,19819.72,22298.56,20485.373,12747.702,19040.406,15080.21,27731.475,18932.51,20403.69,14081.886,33782.617,48632.58
"241_254.059_1.078",25988.38,3766,8044.197,3766,86837.35,80579.93,3766,67854.055,71698.06,79483.734,90977.22,78086.95,85160.35,56703.04,19913.697,3766,72544.04,3766,3766,3766,3766,81256.29,3766,37672.164,84600.66,84164.5,69260.26,52806.42,67366.91,50805.094,86032.87,64551.633,49426.934,82699.16,3766,17711.338,74772.69,23556.445,30921.072,34279.6
"242_201.123_1.085",3766,3766,3766,608988.6,581888.4,574790.75,596574.25,567710.6,595482.8,520744.44,566812.4,237319.6,538346.9,567767.56,619843.5,650782.1,573700.4,592503.9,537307,656614.7,764840.56,613041.6,969200.25,669158.7,348526.56,567780.75,731735.8,607827.94,604833.3,578718.25,610192.6,636052.94,201622.86,649868.25,533287.1,878387.4,622024.3,749020.94,1001231.3,804595.4
"245_349.223_1.155",3766,3766,3766,27239.152,30695.71,37628.984,50924.523,49071.793,26308.332,37943.387,32721.596,54612.125,58109.586,28156.727,36864.53,24494.23,34526.96,73885.234,77555.734,55620.027,38400.105,35466.477,29475.812,36130.188,40221.3,39270.46,37299.59,8322.866,32007.643,33957.645,52755.133,6116.006,53456.07,9747.574,55129.54,26571.773,52411.703,39681.31,32525.559,38518.812
"247_296.135_1.091",3766,3766,3766,9751.878,30261.63,26993.605,25558.193,18378.574,23104.273,23383.766,30694.81,6588.9062,11976.141,10795.297,13822.506,4801.3325,9438.796,25226.363,17121.09,267568.34,304123.53,225813.44,342240.06,279257.06,254816.47,208998.7,304950.38,3766,23401.027,3766,7148.9497,3766,3766,3766,26086.162,307730.6,9558.358,301271.06,332704.16,497993.16
"248_155.081_1.14",3766,3766,3766,1115966,1083615.6,1061748.5,1104277.9,1053084.2,1135302.6,968775.2,1054755.4,989634.1,998277.56,1057709.6,1142503.4,1180598.5,1045761.2,944594.1,905783.3,1131166.6,1208559.1,1072835.4,1234594.5,1086267.2,1115073.8,1000462.75,1173247.1,1122621.9,1108102.1,1065599,1083240.5,1161900.2,1031996.4,1211545.1,855005.94,1149533.2,1120281.6,1179472.9,1303786.1,1819836
"250_203.085_1.141",3766,3766,3766,596333.7,575076.3,569961.25,587059.3,571119.94,603817.5,517684.5,566600.06,529657.94,535736.4,571404.3,619022.7,636414.75,558408.56,513889.1,486414.22,621430.7,658075.8,571419.25,666609.5,577519.8,596618.6,536448.3,634351.3,607941.1,587417.9,567495.2,600579.75,619409.8,550465.6,647984.25,458397.84,603290.3,604367.6,641146.06,689231.94,984142.25
"253_153.102_1.15",3766,3766,3766,18178.271,80233.54,55783.184,39540.277,83199.07,90090.195,80287.19,78047.92,82527.92,78297.586,71739.45,12574.258,23557.682,9263.817,17575.416,15871.972,61167.43,70867.54,110454.75,108847.65,103786.65,109966.9,98852.47,85075.01,72787.63,64590.45,74448.58,18153.873,65670.875,67200.734,80869.61,14815.724,110056.81,78946.18,90429.46,68696.74,144457.22
"254_298.116_1.16",3766,3766,3766,113475.63,88239.484,86874.766,103889.15,88128.414,91929.016,75408.91,77060.086,75616.84,74374.336,86284.59,110786.35,124653.48,94529.26,79283.516,65617.14,117535.81,119911.28,99437.98,136801.34,102851.03,107165.11,94053.53,125373.18,103572.6,102055.66,94791.05,110797.66,101400,113528.02,103374.33,72000.47,125630.7,115969.27,120250.06,144138.69,227128.8
"255_349.223_1.158",3766,3766,3766,74048.75,51618.832,57438.33,80863.98,51152.363,47473.508,66981.555,54353.66,68276.24,70211.375,52182.074,60445.668,65292.32,49365.61,119135.75,117066.414,83226.3,80703.305,65695.35,74482.68,70232.16,67114.45,61177.008,76344.71,39549.062,49310.74,33758.773,57301.793,24988.17,31586.068,34623.555,103655.49,58275.434,59629.17,73424.26,59592.676,94850.8
"256_264.132_1.222",3766,3766,3766,188923.25,153110.06,152143.45,170027.42,150095.44,132965.72,128744.75,142894.69,139118.88,234111.22,149167.28,180228,203378.05,163181.31,135477.25,90553.18,185596.69,189927.45,160070.67,200524.03,164449.3,169338.7,146264.73,189939.11,168881.84,295408.97,160548.95,309534.2,169248.45,298941.25,178322.47,125084,181318,319855.75,182512.23,222311.5,320839.38
"257_304.132_1.177",3766,3766,3766,3766,327284.94,352404.25,3766,373244.94,325816.1,338240.16,365020.2,402664.22,368619.03,333094.3,3766,3766,305501.84,3766,3766,3766,3766,116890.23,3766,88412.76,96964.64,116327.555,54306.793,273833.6,303746.56,327464.78,333844.78,252289.14,325154,290687.62,3766,17138.752,297407.8,96238.21,7683.664,39873.99
"258_188.071_1.169",3766,3766,3766,1072432,1095234.6,1173351,1228615.9,1159096.6,1309003.4,983134.3,1281951.1,1077069.2,1017279.75,1158261.2,1129713.9,1207309,1208435.8,964650.4,956337.56,1394024.5,1480748,1387464.8,1960777.2,1322773.6,1273627.9,1150258,1518088.8,1086111.2,1242587.2,1085345.6,1195980.5,1124545.1,1095435.5,1281275.1,1015901.3,1805355.8,1167489.6,1743746.4,2129657,3056015.8
"259_205.097_1.17",3766,3766,3766,484063.88,494456.12,529460.7,557355.1,521600.62,589715.1,440668.78,577617.7,485719.62,462749.7,522723.4,512084.53,547435.4,544228.5,436739.22,432362.03,643222.94,671663.6,636666.4,891250.56,601195.7,579365.75,526911.5,686865.4,490797.56,561769.8,489770.97,541796.94,511810.53,493743.94,584205.3,458165,818063.8,528501.56,793233.6,965136.75,1383547.2
"260_156.011_1.181",3766,3766,3766,3766,114110.12,127028.15,3766,132746.31,118367.46,117048.93,145295.44,139171.62,127049,114473.14,3766,3766,103336.88,3766,3766,3766,3766,35689.49,3766,16122.732,25274.137,21466.98,22908.672,110172.81,108899.41,112322.07,125146.11,101318.29,113571.11,125522.414,3766,3766,110279.49,12133.699,3766,3766
"262_231.043_1.181",3766,3766,3766,3766,306957.66,334180.5,3766,358137.66,315477.34,319525.4,350713.3,378940.75,339277.53,310389.78,3766,3766,280212,3766,3766,3766,3766,103228.23,3766,61224.863,84153.31,95707.94,68376.58,295898.56,294899.16,307544.1,340411.97,274122.94,313967,338750.47,3766,21455.145,294990.8,59990.246,6328.3945,32200.727
"264_206.101_1.168",3766,3766,3766,54494.934,38832.395,34227.977,61983.44,28660.67,65095.45,29531.834,36024.355,17123.07,17240.328,42949.793,55751.617,38680.586,17814.098,34307.66,17464.973,26337.111,60339.28,41906.973,63353.76,37574.754,64744.7,31944.295,44552.746,54441.35,63348.035,28385.959,27274.107,56325.04,20869.156,46314.25,37984.68,56532.78,29064.592,50539.18,66693.27,90607.15
"269_253.025_1.183",3766,3766,3766,3766,507565.3,567475,3766,532491.4,607529.75,434040.22,582794.06,509479.72,450136.4,555537.4,3766,3766,512957.66,3766,3766,3766,3766,221675.42,3766,147146.56,143928.25,176581.95,146644.69,756333.25,574022.1,493338.66,600809.4,555059.44,548334.4,881287.4,3766,55034.734,484670.06,114330.375,40656.734,88656.12
"271_171.113_1.199",3766,3766,3766,1706430.4,1618141,1375360.6,1618849.9,1341474.8,1599072,1328028,1498545.9,1267364.5,1300744.9,1430260.9,1524346.4,1830478.8,1589105,1562690.8,1336757.4,1685115.8,1712878.9,1545717.8,1865537.2,1601317.9,1582600.6,1376770.5,1718795,1709758.5,1580554.8,1514473.5,1625477.6,1547176.2,1463770.4,1695029.2,1363701.9,1814123.1,1678988.9,1748187.8,1838107.9,2741894.8
"272_268.999_1.181",3766,3766,3766,3766,22590.545,5279.952,3766,5227.527,14986.415,3766,19022.55,3766,6074.5757,10487.412,3766,3766,17688.027,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,39475.227,6683.6187,5330.217,23505.6,25421.256,11167.356,45178.652,3766,3766,22847.898,3766,3766,3766
"273_215.139_1.204",3766,3766,3766,116552.17,74341.19,77458.55,75004.62,80882.96,88367.945,63188.74,110173.016,104900.61,103604.34,79481.72,117618.52,122758.25,65173.67,118735.836,111354.24,91140.664,104227.516,113121.164,183496.53,82536.52,121608.92,73488.35,95472,115124.43,115171.51,80942.99,82745.71,117841.04,108902.13,78551.88,74149.82,114444.76,117551.61,139658.03,191109.16,193316.89
"274_242.15_1.278",3766,3766,3766,411514.5,392183.75,395423.6,414430.75,383152.06,382281.34,383282.03,384341.44,365988.1,376290.62,373009.25,397610.06,381700.7,386588.75,445513,402058.94,425700.84,409456.4,366662.47,405058.5,369511,389107.06,352091.78,414164.16,341303.25,402603.03,383213.44,374603.3,347849.2,625578.56,365979.94,409182.53,370125.2,404493.12,406487.1,443271.75,623866.9
"275_174.022_1.183",3766,3766,3766,3766,31823.584,11947.014,3766,24525.844,24816.13,30888.377,41828.41,15018.848,21022.684,25714.172,3766,3766,13645.332,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,28368.852,38755.285,23121.387,44476.895,28149.041,35322.84,45802.3,3766,3766,24790.633,3766,3766,3766
"278_169.097_1.216",3766,3766,3766,822727.5,798824.7,756742.56,801241.2,766485.25,861916,696606.3,760218.6,711825.94,717349.94,749449.06,837971.06,873808.06,762321.06,652589.2,662325.44,796780,856836.4,748504.3,836668.8,785705.44,770143.8,709071.8,816874,801495.3,773357.2,749419.94,792024.25,837731.56,724807.2,910280.3,586862.3,839168.06,763415.94,843762.25,932985,1309319.4
"279_483.061_1.183",3766,3766,3766,3766,3766,11399.677,3766,7826.353,3802.8135,3766,4409.8936,3766,3766,5650.0234,3766,3766,8278.963,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,29533.06,10356.612,3976.0544,7723.2017,19584.156,8909.196,47288.723,3766,3766,3766,3766,3766,3766
"280_235.108_1.224",3766,3766,3766,491093.34,476886.44,475275.44,486859.8,470522.4,491835.1,441697.72,467429.62,440391.03,448892.94,471339.66,502754.66,523990.28,467569.12,454214.62,400012.6,483619.5,505827,461868.4,495905.66,457530.4,476381.84,426873.56,500497.47,493692.4,490448,472162.53,489454.88,514866.72,466016.8,529869.44,419152.3,474894.44,501002.62,498139.84,527137.94,752451.9
"281_225.123_1.282",3766,3766,3766,288902.03,281053.34,280508.34,285208.4,257269.75,285562.97,274402.8,272280.44,245347.78,253827.92,277570.1,289805.88,306698.47,274936.3,318003.1,268042.12,292864.72,307854.38,272275.16,314011.03,272411.47,290801.53,251586.69,311578.56,271863.44,287945.97,266938.9,483198.72,269958.34,466248.7,283000.4,305971.22,286044.06,497172.78,302254.1,345657.03,462712.6
"282_298.097_1.219",3766,3766,3766,65831.04,18150.16,3766,3766,3766,3766,3766,3766,3766,3766,3967.5837,20553.887,98320.99,6698.879,3766,3766,159634.81,105458.56,124283.664,3766,81225.1,148704.05,118955.41,86880.37,69018,20795.318,10767.451,18351.637,66746.22,3766,99230.48,3766,3766,12923.506,89455.45,6184.923,3766
"283_264.132_1.236",3766,3766,3766,311453.56,265325.6,262449.06,289584.38,253671.33,272323,225990.25,256930.3,233745.8,117784.37,257406.73,311376.3,354995.22,279957.66,248038.66,214262.9,317640.88,336648.44,284589.25,365370.94,295278.16,298929.6,259717.8,333073.5,308438.03,164230.44,276086.1,135891.2,320992.9,99730.7,330928.6,224967.81,334226.72,155934.72,326621.5,393257.9,570574
"284_315.239_1.25",3766,3766,3766,170597.22,84383.445,85645.086,198256.02,71943.445,77872.05,98521.766,79805.94,97640.766,95966.695,77845.11,180535.62,163714.03,70944.94,297144.97,273456.47,200448.28,183444.22,105191.35,174227.61,151535.66,177041.66,164404.12,172775.58,65977.766,79350.92,69654.22,49419.484,68989.87,38014.492,60375.93,293990.8,157050.31,60627.75,168809.5,118779.984,233558.11
"285_324.145_1.256",3766,3766,3766,85255.055,60530.98,54921.664,78137.81,55574.824,61004.094,47256.29,52046.65,46070.336,48038.97,55730.37,88556.086,74281.21,63929.625,46267.773,35657.832,169130.05,195228.19,137592.58,194821.25,157932.4,150383.06,124256.85,174360.75,50929.457,65147.562,62144.266,68158.95,53031.04,69110.12,42141.727,40243.902,182227.7,77973.5,187007.42,213762.23,323852.94
"287_166.086_1.245",3766,3766,3766,20962.426,19693.006,19299.363,20829.2,16323.259,22562.482,10323.348,18380.67,10745.861,10812.834,20019.617,23574.549,26178.043,9742.843,12906.922,15454.335,12653.108,21308.223,21234.346,27225.95,19614.758,16781.754,14596.887,22395.137,17713.854,19380.264,16909.338,12105.701,27714.877,8807.754,21097.525,15856.7705,22112.217,16104.014,22102.627,28056.68,101076.78
"288_284.139_1.249",3766,3766,3766,4364.017,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,4257.133,4387.115,3766,3766,3766,14765.684,18401.398,10362.554,22065.74,9119.493,12176.67,10874.617,15776.203,3766,3766,3766,3766,3766,3766,3766,3766,19144.266,3766,12716.608,23259.213,36273.086
"289_181.097_1.273",3766,3766,3766,194596.25,180847.08,177469.64,192855.52,170972,195453.86,160343.11,178536.17,171498.8,172366.69,174044.16,194952.47,201231.27,176508.72,160115.22,145208.6,211538.1,236897.03,200405.34,273562.78,217015.64,213637.73,187177.4,230919.95,188336.14,184977.88,178651.64,184202.9,191838.11,177012.42,204082.38,141730.88,254564.81,187276.94,229792.45,284209.5,382282.56
"290_242.15_1.285",3766,3766,3766,648406.06,625142.94,644216.5,656000.4,636684.06,631153.3,612341.6,637573.56,616000.94,621917,621209.7,659727.2,688239.7,623842.94,730014.7,651160.9,685835.1,695870.3,641164.6,720527.44,612333,661433.56,589594.44,686734.56,625872.4,651406.7,620676.94,652447.1,655607.75,31068.227,656826.25,702332.4,672952.7,671576.8,678010.9,756508.4,1081832.6
"291_225.123_1.293",3766,3766,3766,476003.25,455680.1,463377.78,480182.06,456625.84,469679.47,440348.38,462765.53,438627.62,449993.6,451799.75,481163.72,278175.28,456937.3,519249.62,457489.94,438704.2,266780.28,432807.62,499656.97,227669.25,238520.45,204874.4,497268.56,469283.62,479002.47,462046.9,30618.27,488512.62,31221.863,489046.12,484591.2,275796.06,32522.334,484511.1,302513.88,404870.03
"293_203.081_1.305",3766,3766,3766,3766,8170.155,11447.188,11372.077,7673.3643,3766,14992.804,7350.8364,3766,15984.847,9678.1,3766,7522.1025,9890.731,22264.982,11160.034,26265.898,60291.39,13340.755,129375.22,34266.637,10942.471,13984.294,37488.4,3766,5625.588,3766,5872.896,5034.703,6076.889,3766,12953.362,76335.74,8428.548,24783.762,89274.43,108517.54
"294_245.092_1.323",3766,3766,3766,54620.73,60908.62,49190.902,52837.156,57244.785,69843.67,47045.816,47771.234,50855.367,58854.21,68716.984,52799.598,53799.508,55482.957,56063.934,44164.043,38396.703,58186.875,44056.125,53093,56640.324,73604.266,48474.008,58260.38,53104.434,51228.934,55398.848,49646.504,70036.83,48280.348,54122.75,49887.367,51637.613,37659.594,59473.152,57221.1,79048.836
"298_310.114_1.355",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,142799.12,106884.98,126317.586,12361.996,83463.305,141150.45,120784.13,91903.164,3766,3766,3766,3766,3766,3766,3766,3766,4206.3916,3766,74424.88,6564.221,18194.39
"303_268.108_1.36",3766,3766,3766,19300.402,12769.52,11340.362,10601.369,8131.723,14282.931,6855.2896,9940.195,4225.056,9614.328,10997.128,19979.275,16458.176,13338.308,3766,3766,23528.492,25583.352,18609.027,29080.084,9820.449,19925.975,16964.19,21285.672,10270.136,15586.424,11623.244,6818.95,4356.1045,6237.587,11616.457,3766,24485.77,14033.347,22248.572,29816.865,44836.598
"305_185.128_1.432",3766,3766,3766,39105.625,39840.484,40242.285,21190.322,31716.717,47835.83,43220.137,37311.355,8124.647,5609.716,49116.8,10162.694,11407.208,3766,25351.61,52059.668,25840.043,67974.67,43671.727,73719.945,65758.56,42264.66,35682.734,62959.914,53239.656,17775.201,3766,5643.3047,51258.555,11335.056,54124.426,26559.883,75330.22,60306.664,11114.25,71626.664,96071.02
"306_235.108_1.414",3766,3766,3766,55435.71,48035.16,59161.977,44900.953,12529.207,55009.445,50098.12,57070.906,50014.15,47407.86,50241.004,50675.133,54470.906,7107.3994,56585.79,71005.734,58437.484,51506.53,40903.44,94475.164,75144.28,69369.46,67026.16,85366.84,49887.992,57403.355,10318.573,57034.992,49326.13,42784.945,55219.555,48238.895,67774.484,55299.438,25421.45,106521.34,139784.38
"307_300.126_1.391",3766,3766,3766,5302.7363,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,12582.807,3766,3766,3766,131687.17,221041.77,179015.08,359450.6,215700.52,303986.12,176974.88,210287.2,4194.4062,3766,3766,3766,10651.916,3766,4248.896,3766,310576.03,9786.5205,264667.38,291236.6,345501.72
"308_276.134_1.394",3766,3766,3766,723939.7,693147.8,709065.2,734792,706297.3,709434.44,682456.06,701305.3,684201,696322.3,691930.2,737530.3,757095.94,685161.06,787463.06,693067.06,776435,792413.5,714152.4,827731.3,702513.5,745105.25,666841.56,784009.06,692077.9,715804.25,685254.1,713248.25,723054.1,692810.7,731397.5,758613.7,769201.7,738699.2,776157.1,852892.9,1225740
"309_349.223_1.396",3766,3766,3766,93963.33,84407.66,93845.1,110287.83,99803.78,90137.27,173536.47,93063.24,99244.086,107270.68,82240.125,114001.34,91017.12,75786.56,277868.62,251828.86,113341.77,104383.45,97720.305,95626.6,79997.945,107319.96,94691.25,91552.97,55730.695,76359.16,90108.19,65515.41,100661.97,70803.2,61658.113,277250.44,91933.74,72377.19,93723.375,103555.016,125318.16
"310_259.108_1.394",3766,3766,3766,487271.03,478218.5,465476.28,492169,466861.2,478185.03,444017.28,466782.34,448984.38,456529.25,453968.1,499740,505633,461535.6,496125.66,438264.28,498274.34,521899.78,470103.97,549802.7,467929.44,485821.2,440820.16,518606.6,480174.66,482415.4,460850.97,501069.66,491200.53,141626.69,504427.6,468601.84,517339.34,500331.97,510762.53,570981.44,800191.9
"311_231.113_1.399",3766,3766,3766,102243.31,94588,69858.64,99186.39,65966.375,68270.44,97760.22,99384.984,65062.29,63596.766,89165.484,105351.21,118555.26,91270.836,62087.984,85030.2,100842.484,109031.41,102800.445,121584.84,102832.28,62563.203,91551.73,104051.32,99443.23,74053.98,74317.72,69113.19,100664.21,96075.01,107945.45,87910.06,110371.805,13051.05,105175.97,89640.25,182460.58
"312_201.069_1.405",3766,3766,3766,79439.8,67086.07,71031.32,75857.375,68366.87,74046.84,61030.41,72217.766,61081.926,63718.89,70661.86,75018.805,83927.71,73655.516,115978.18,128377.03,25502.264,5971.4243,33899.48,8574.367,25448.4,38196.79,30828.957,29935.58,74803.22,69944.66,71884.84,74868.82,80665.484,73296.09,80587,120045.586,7269.9927,83434.4,29064.049,21682.518,33194.914
"314_298.116_1.408",3766,3766,3766,207889.78,175187.08,169099.8,197778.34,153723.12,182308.94,141262.33,169944,148828.1,150026.1,172189.08,212399.55,248000.62,184152.03,150349.61,128433.64,216500.27,250946.89,205549.81,274849.53,213072.45,212906.77,180692.42,233963.98,215965.61,191837.44,181254.8,200639.08,233596.47,175156.9,245171.98,142823.25,251954.92,208907.92,237582.88,296764.62,442407.78
"317_179.557_1.451",3766,3766,3766,101678.19,74662.05,64119.434,92541.19,75029.805,63335.438,41066.418,55980.094,91449.89,73059.945,70826.695,84546.72,42773.32,82037.77,70130,31378.469,49965.562,87784.266,57254.895,94735.22,58459.543,98826.17,70175.31,65979.43,73454.33,88531.6,56412.34,94294.89,12827.972,53092.43,67445.91,55014.016,46581.156,83722.98,64618.7,81508.84,60702.652
"318_213.069_1.417",3766,3766,3766,116249.36,115613.91,114813.266,116955.24,114903.07,125675.414,107497.73,112415.64,106779.22,108418.86,113320.51,121347.695,124859.234,110972.44,100824.89,104840.12,115294.86,127723.15,112479.35,132903.19,117229.03,117120.61,102962.42,123050.35,117986.82,116926.48,113392.1,116883.2,120193.74,106103.01,132764.17,89592.74,127141.48,117538.63,124379.56,140381.53,196432.75
"319_322.107_1.496",3766,3766,3766,3766,6151.292,3766,3766,9312.552,6501.404,10047.367,4300.1157,7724.1577,10082.781,11369.555,3766,3766,6725.95,5965.606,9118.752,3766,3766,6179.5034,6133.386,7289.333,9763.785,3766,3766,4076.4753,3766,4196.2744,4744.8735,3766,25666.283,3766,3766,4889.5713,6994.366,4539.286,8721.158,3766
"322_345.075_1.466",3766,3766,3766,51796.637,36416.285,26738.23,60707.69,55506.176,66023.25,48000.355,9453.48,69673.11,61442.89,62181.914,63939.227,38505.953,8573.63,13587.901,24546.123,31488.605,47987.254,54691.934,55917.863,53787.766,22602,3766,14435.057,4296.9424,33767.7,6948.9053,41359.72,43314.543,77295,50667.258,4649.8604,67509.2,32733.473,47284.062,78768.305,49082.18
