"","t2_BS_C.mzML","t0_BS_C.mzML","t1_BS_C.mzML","t5_BS_C.mzML","t3_BS_3.mzML","t2_BS_2.mzML","t3_BS_C.mzML","t2_BS_1.mzML","t3_BS_2.mzML","t1_BS_1.mzML","t2_BS_3.mzML","t1_BS_3.mzML","t1_BS_2.mzML","t3_BS_1.mzML","t4_BS_C.mzML","t6_BS_C.mzML","t4_BS_2.mzML","t0_BS_3.mzML","t0_BS_2.mzML","t7_BS_C.mzML","t8_BS_C.mzML","t7_BS_2.mzML","t9_BS_C.mzML","t8_BS_1.mzML","t7_BS_3.mzML","t7_BS_1.mzML","t8_BS_2.mzML","t6_BS_1.mzML","t4_BS_3.mzML","t4_BS_1.mzML","t5_BS_3.mzML","t6_BS_2.mzML","t5_BS_1.mzML","t6_BS_3.mzML","t0_BS_1.mzML","t9_BS_1.mzML","t5_BS_2.mzML","t8_BS_3.mzML","t9_BS_3.mzML","t9_BS_2.mzML"
"2155_454.301_2.96",1.85627871611954e-05,2.69261740592409e-05,2.07135730427848e-05,4.30555991636603e-06,2.92151586187969e-06,3.00639419017203e-06,4.29452532642899e-06,2.95672292611229e-06,2.73750973233777e-06,3.11766286978731e-06,2.97189937835549e-06,3.01514914187577e-06,2.97042559248229e-06,3.01604194536981e-06,4.22240052733224e-06,4.11287667747037e-06,3.08687867207116e-06,0.00016838424267956,0.000153904088272199,5.04895147607392e-06,4.94111016114811e-06,3.51046234868182e-06,4.73023579490092e-06,3.49694267778686e-06,3.44077077008186e-06,3.66504879422454e-06,3.29074651830099e-06,2.94402522197156e-06,2.9737141352116e-06,3.03699776824265e-06,2.93108135972365e-06,2.86527218689725e-06,3.12583209446197e-06,2.68799838549031e-06,9.72859807351067e-05,3.40775375743023e-06,2.95365149068321e-06,3.31982859035243e-06,3.12119230845091e-06,2.43439413561742e-06
"2157_408.295_2.962",1.85627871611954e-05,2.69261740592409e-05,2.07135730427848e-05,4.30555991636603e-06,2.92151586187969e-06,3.00639419017203e-06,4.29452532642899e-06,2.95672292611229e-06,2.73750973233777e-06,3.11766286978731e-06,2.97189937835549e-06,3.01514914187577e-06,2.97042559248229e-06,3.01604194536981e-06,4.22240052733224e-06,4.11287667747037e-06,3.08687867207116e-06,1.71308071534972e-05,1.5652125001071e-05,5.04895147607392e-06,4.94111016114811e-06,3.51046234868182e-06,4.73023579490092e-06,3.49694267778686e-06,3.44077077008186e-06,3.66504879422454e-06,3.29074651830099e-06,2.94402522197156e-06,2.9737141352116e-06,3.03699776824265e-06,2.93108135972365e-06,2.86527218689725e-06,3.12583209446197e-06,2.68799838549031e-06,1.450070270319e-05,3.40775375743023e-06,2.95365149068321e-06,3.31982859035243e-06,3.12119230845091e-06,2.43439413561742e-06
"2158_187.087_3.002",1.85627871611954e-05,2.69261740592409e-05,2.07135730427848e-05,8.99843501524577e-05,6.15380157353872e-05,6.28981682793135e-05,9.34715638949152e-05,6.38281972842256e-05,6.99625093340138e-05,6.55866827469621e-05,6.29869018063142e-05,6.39029316043779e-05,6.43894328543612e-05,6.17536670552668e-05,8.93882079517263e-05,8.96821824014295e-05,6.06891494446433e-05,8.61677903810022e-05,1.53529288534625e-05,5.17269717431184e-05,7.51987804711093e-05,3.65375558131293e-05,0.000108326758152038,4.10234247544503e-05,3.25070610112271e-05,3.83138478567217e-05,4.34526667699263e-05,6.17295250450389e-05,6.12377172958113e-05,6.27293905093827e-05,5.66391156777633e-05,6.01946591313536e-05,5.8055757445075e-05,6.44209461688879e-05,1.95162721399029e-05,5.61347775518769e-05,6.0237784946116e-05,3.53609937923259e-05,5.13420197265908e-05,7.09595250521317e-05
"2160_275.118_2.965",1.85627871611954e-05,2.69261740592409e-05,2.07135730427848e-05,3.52787255806713e-05,2.77506824654656e-05,3.14948993199457e-05,4.11298036908014e-05,3.09689247672659e-05,3.29478224792806e-05,3.38469740012609e-05,3.08301203577478e-05,3.11671147040564e-05,3.24046220328097e-05,3.04617753813729e-05,3.92604025775499e-05,3.4545478598518e-05,3.09550283403297e-05,4.9904434584728e-05,4.26001843075003e-05,1.75610348425771e-05,2.475788773732e-05,1.52537214005618e-05,3.34457941194093e-05,1.50692099840932e-05,1.24867288890734e-05,1.21113221030857e-05,1.62193258838577e-05,2.661545767402e-05,2.73906392752903e-05,2.88822334408669e-05,2.43534770944776e-05,2.62525466587644e-05,2.67022745845068e-05,2.53834125604897e-05,4.30435098185565e-05,2.04341547330157e-05,2.76735262872293e-05,1.29509638320894e-05,1.97684063134264e-05,2.49339580807789e-05
"2161_180.102_2.96",1.85627871611954e-05,2.69261740592409e-05,2.07135730427848e-05,4.30555991636603e-06,3.18801768692661e-06,3.22911124060193e-06,4.29452532642899e-06,2.95672292611229e-06,4.20834063752051e-06,3.11766286978731e-06,3.18188214073099e-06,3.40260885677436e-06,3.14500411426211e-06,3.01604194536981e-06,4.28042041413221e-06,4.68011292143516e-06,3.08687867207116e-06,4.37717721936171e-06,5.43854983247633e-06,7.44107523889328e-06,7.42789769390319e-06,4.3845696174397e-06,7.67875228740663e-06,4.35708472111477e-06,4.17734696606412e-06,5.00578904179208e-06,5.25001854791376e-06,2.94402522197156e-06,2.9737141352116e-06,3.66271930524074e-06,3.00224647410187e-06,2.86527218689725e-06,3.12583209446197e-06,3.39388774589407e-06,4.51947486525188e-06,6.22630272778249e-06,3.01834163467007e-06,4.59124801070961e-06,7.1599082427325e-06,1.31979882973601e-05
"2164_378.285_2.966",1.85627871611954e-05,2.69261740592409e-05,2.07135730427848e-05,4.30555991636603e-06,2.92151586187969e-06,3.00639419017203e-06,4.29452532642899e-06,2.95672292611229e-06,2.73750973233777e-06,3.11766286978731e-06,2.97189937835549e-06,3.01514914187577e-06,2.97042559248229e-06,3.01604194536981e-06,4.22240052733224e-06,4.11287667747037e-06,3.08687867207116e-06,2.68588243332684e-05,3.20226072586194e-05,5.04895147607392e-06,4.94111016114811e-06,3.51046234868182e-06,4.73023579490092e-06,3.49694267778686e-06,3.44077077008186e-06,3.66504879422454e-06,3.29074651830099e-06,2.94402522197156e-06,2.9737141352116e-06,3.03699776824265e-06,2.93108135972365e-06,2.86527218689725e-06,3.12583209446197e-06,2.68799838549031e-06,1.93986925889542e-05,3.40775375743023e-06,2.95365149068321e-06,3.31982859035243e-06,3.12119230845091e-06,2.43439413561742e-06
"2165_346.258_2.968",1.85627871611954e-05,2.69261740592409e-05,2.07135730427848e-05,4.30555991636603e-06,2.92151586187969e-06,3.00639419017203e-06,4.29452532642899e-06,2.95672292611229e-06,2.73750973233777e-06,3.11766286978731e-06,2.97189937835549e-06,3.01514914187577e-06,2.97042559248229e-06,3.01604194536981e-06,4.22240052733224e-06,4.11287667747037e-06,3.08687867207116e-06,2.91675400736794e-05,2.81759513456342e-05,5.04895147607392e-06,4.94111016114811e-06,3.51046234868182e-06,4.73023579490092e-06,3.49694267778686e-06,3.44077077008186e-06,3.66504879422454e-06,3.29074651830099e-06,2.94402522197156e-06,2.9737141352116e-06,3.03699776824265e-06,2.93108135972365e-06,2.86527218689725e-06,3.12583209446197e-06,2.68799838549031e-06,2.55241555271281e-05,3.40775375743023e-06,2.95365149068321e-06,3.31982859035243e-06,3.12119230845091e-06,2.43439413561742e-06
"2166_398.164_2.957",1.85627871611954e-05,2.69261740592409e-05,2.07135730427848e-05,4.30555991636603e-06,5.06991430148716e-06,3.00639419017203e-06,4.47827878276872e-06,6.38680808542326e-06,5.32202930645584e-06,4.34270031391288e-06,4.51637954466883e-06,5.76462889728038e-06,5.31880731023427e-06,6.01822523406091e-06,4.22240052733224e-06,4.11287667747037e-06,5.25270438758798e-06,4.37717721936171e-06,4.37537449381179e-06,8.93234633682853e-06,9.82567990459509e-06,6.09004255138992e-06,1.04177546288413e-05,7.48484765767351e-06,3.44077077008186e-06,7.61396515486347e-06,6.01805064879082e-06,3.64623894905692e-06,3.92668054779581e-06,3.03699776824265e-06,4.00175518001974e-06,2.86527218689725e-06,3.12653080010645e-06,2.68799838549031e-06,4.51947486525188e-06,7.10818071800889e-06,2.95365149068321e-06,6.15509831419644e-06,8.0279104976618e-06,9.01170950678122e-06
"2167_188.164_2.97",1.85627871611954e-05,2.69261740592409e-05,2.07135730427848e-05,4.1523334305543e-05,2.36050824878977e-05,1.71822365187002e-05,3.2185415847591e-05,1.79062916782756e-05,2.19429795645977e-05,1.43293307219095e-05,1.76652145381918e-05,1.35699445201056e-05,1.33433450047311e-05,1.93085203405672e-05,4.04006794426348e-05,5.14739621474883e-05,2.16049130064751e-05,1.61572478560959e-05,1.78937097514666e-05,5.04895147607392e-06,4.94111016114811e-06,6.28191457990567e-06,4.73023579490092e-06,3.49694267778686e-06,4.11401111059174e-06,6.22675304231534e-06,3.29074651830099e-06,3.14325083275472e-05,2.74270297664309e-05,2.19722643506193e-05,2.8529399448229e-05,2.99652463001414e-05,2.79187602882024e-05,3.56769881770499e-05,1.54874687162882e-05,3.40775375743023e-06,2.76648339559836e-05,3.31982859035243e-06,3.12119230845091e-06,2.43439413561742e-06
"2168_183.092_2.901",1.85627871611954e-05,2.69261740592409e-05,2.07135730427848e-05,8.4210258182833e-05,5.44357920568941e-05,2.80747307705995e-05,8.57807714855202e-05,5.48340125862369e-05,5.90199756590404e-05,2.39751370825554e-05,4.04256961099482e-05,1.01046750836594e-05,5.87464918516273e-05,2.48829402880485e-05,8.15870482859959e-05,4.08748266728249e-05,5.6337216089589e-05,4.4631696901963e-05,8.53568992059596e-05,8.52014489741438e-05,4.36758188585797e-05,4.16184606861247e-05,5.01131479616189e-05,3.05584551543587e-05,3.14262451101971e-05,2.67721479097287e-05,2.91937939494026e-05,5.69867989114279e-05,2.98990784849565e-05,3.93818451863917e-05,3.49436149196303e-05,5.57229902766231e-05,3.88956351264958e-05,3.13880390802865e-05,7.97518703462425e-05,2.37883924594523e-05,1.97081383976479e-05,3.84214473307788e-05,4.1822855591449e-05,2.98830606732495e-05
"2169_339.146_2.968",1.85627871611954e-05,2.69261740592409e-05,2.07135730427848e-05,4.30555991636603e-06,2.92151586187969e-06,3.00639419017203e-06,4.29452532642899e-06,2.95672292611229e-06,2.73750973233777e-06,3.11766286978731e-06,2.97189937835549e-06,3.01514914187577e-06,2.97042559248229e-06,3.01604194536981e-06,4.22240052733224e-06,4.11287667747037e-06,3.08687867207116e-06,4.37717721936171e-06,4.37537449381179e-06,5.04895147607392e-06,4.94111016114811e-06,3.51046234868182e-06,4.73023579490092e-06,3.49694267778686e-06,3.44077077008186e-06,3.66504879422454e-06,4.19318656551966e-06,2.94402522197156e-06,2.9737141352116e-06,3.03699776824265e-06,2.93108135972365e-06,2.86527218689725e-06,3.12583209446197e-06,2.68799838549031e-06,4.51947486525188e-06,1.16319874041006e-05,2.95365149068321e-06,4.34410237517595e-06,1.24526953776334e-05,1.53802435833358e-05
"2170_453.307_2.971",1.85627871611954e-05,2.69261740592409e-05,2.07135730427848e-05,8.14440605531454e-06,6.54505817682357e-06,7.13120853063821e-06,9.40425213791663e-06,7.65950222566359e-06,6.84716968611786e-06,8.09764998223282e-06,7.51311551068629e-06,8.65588231038394e-06,7.1450231503716e-06,7.07018694836429e-06,7.56294721070147e-06,1.10966887103216e-05,7.08724802171934e-06,2.76735209223533e-05,3.04462502172764e-05,5.04895147607392e-06,4.94111016114811e-06,3.51046234868182e-06,4.73023579490092e-06,3.49694267778686e-06,3.44077077008186e-06,3.66504879422454e-06,3.29074651830099e-06,8.9777869344288e-06,7.11854417261152e-06,7.39707256554129e-06,7.22911757517916e-06,9.74355816888482e-06,7.91530407479729e-06,1.13095990360393e-05,2.65165426820926e-05,3.40775375743023e-06,6.79835908860286e-06,3.31982859035243e-06,3.12119230845091e-06,2.43439413561742e-06
"2171_185.115_2.894",0.000293067420521572,0.000243598680079105,0.000257152783153925,3.93822374373189e-05,4.71888129305e-05,1.63491252526309e-05,1.78414617856457e-05,1.56807672739225e-05,3.87210066192267e-05,1.49927140805791e-05,3.76927458064913e-05,2.60592486992797e-05,2.97042559248229e-06,6.31948962334101e-06,3.89042454475679e-05,7.76351712702199e-05,5.22743067091919e-05,1.29578369905291e-05,2.72614852965233e-05,0.000117131933784315,0.000111176592424425,7.89228931254517e-05,5.25740537619347e-05,3.27753041727041e-05,6.55186526742479e-05,8.28497126095925e-05,7.14877151211629e-05,3.02645245602093e-05,2.4832171233925e-05,1.98670120139813e-05,1.94116871530996e-05,2.08222715499261e-05,1.62419314646227e-05,5.01088193898076e-05,1.60198726960134e-05,1.90712631607052e-05,1.40327394101802e-05,3.22065307477155e-05,6.94244584033478e-05,4.95490803424755e-05
"2172_243.095_2.981",1.85627871611954e-05,2.69261740592409e-05,2.07135730427848e-05,2.69957200532386e-05,1.74687114878854e-05,2.13078842833657e-05,2.84711953830289e-05,2.15095217784345e-05,2.27642426609151e-05,2.38479644186165e-05,2.11108690839396e-05,2.07396040950442e-05,2.30180298356757e-05,2.06795989137815e-05,2.59298109706955e-05,2.70856627943209e-05,2.00923416374898e-05,3.04998872662008e-05,3.4215649285409e-05,3.05332592148463e-05,2.66502830718475e-05,2.15234202053535e-05,2.23667579274005e-05,1.98065282580981e-05,2.23250108169197e-05,2.1831971610822e-05,1.92986528609101e-05,1.96465200177258e-05,1.8428557369717e-05,2.06638707138533e-05,1.78614914577264e-05,1.97101381384646e-05,1.90219067551077e-05,2.12040068923543e-05,2.54942905107986e-05,1.65299258192971e-05,2.00477134194932e-05,1.79048837227133e-05,1.6475910605663e-05,1.990629100906e-05
"2173_256.108_2.981",1.85627871611954e-05,2.69261740592409e-05,2.07135730427848e-05,1.12972770349782e-05,6.1071321031074e-06,5.59611172517472e-06,1.04373078454758e-05,6.68790548568702e-06,6.83970077679769e-06,7.38471018843016e-06,7.03509425512632e-06,5.28398986516496e-06,7.0840328040754e-06,7.20527455411604e-06,9.66137824452006e-06,1.09984405394085e-05,6.89007631046955e-06,8.51303156952658e-06,7.78979464260638e-06,1.31221350616351e-05,1.31300621508174e-05,8.22812478676391e-06,1.27349390096898e-05,8.04821357292647e-06,9.68079128975967e-06,7.28158707657148e-06,8.08076973312002e-06,6.95419955021079e-06,7.44515684525513e-06,7.05950615083197e-06,6.61800345599663e-06,5.29662682341745e-06,6.47220301437774e-06,7.92050200845738e-06,8.72558907254708e-06,7.33197377083989e-06,5.98219388939557e-06,8.99583544135514e-06,7.87293244250546e-06,9.53724710747894e-06
"2174_355.155_2.984",1.85627871611954e-05,2.69261740592409e-05,2.07135730427848e-05,1.79241848393012e-05,1.72668786499012e-05,2.06272960321594e-05,2.36651551431641e-05,2.13067923359133e-05,1.97403127951936e-05,2.49791785057278e-05,2.14855083294197e-05,2.32652510594128e-05,2.3891332593621e-05,1.90800667756877e-05,1.9623225246268e-05,1.48643458526737e-05,1.82333218259748e-05,4.38161797374355e-05,4.48664273022552e-05,1.03816569745703e-05,6.63465664442668e-06,9.5505511886363e-06,9.4848471253836e-06,5.09109410344968e-06,3.44077077008186e-06,7.02124725488344e-06,3.99499248734262e-06,1.41333051164495e-05,1.51133422506511e-05,1.64866254401937e-05,1.15990579017604e-05,1.30460498926942e-05,1.50049460792837e-05,1.25560308821825e-05,3.71524271349121e-05,7.69365290172803e-06,1.44854535582709e-05,4.81259665636859e-06,7.93766610358782e-06,8.31651415652583e-06
"2175_227.154_2.976",1.85627871611954e-05,2.69261740592409e-05,2.07135730427848e-05,9.04067386135467e-06,4.40861475699641e-06,4.06447730231388e-06,7.31048402530971e-06,5.09146274679173e-06,7.19337671221939e-06,4.22400188151052e-06,3.58286562489863e-06,3.08906256878712e-06,2.99764994529896e-06,3.01604194536981e-06,5.20263652782005e-06,8.4270975617619e-06,5.79496593770341e-06,4.37717721936171e-06,4.37537449381179e-06,1.07172494907698e-05,1.72494772380427e-05,7.98654792983107e-06,1.19146575915242e-05,1.11996247004133e-05,1.06066043962524e-05,5.46313603862365e-06,1.09673992971502e-05,2.94402522197156e-06,4.52433044492847e-06,3.3693869323752e-06,5.48437435101296e-06,5.13314044861116e-06,3.4661199206275e-06,4.84681910815484e-06,4.51947486525188e-06,9.80800485047018e-06,5.68619220725507e-06,6.71707988528092e-06,9.54958208524925e-06,1.68950294970872e-05
"2178_636.339_2.988",1.85627871611954e-05,2.69261740592409e-05,2.07135730427848e-05,1.16867484272642e-05,1.84286901042032e-05,2.62847567193514e-05,3.50574395275585e-05,2.6408781832836e-05,2.52305790114984e-05,2.29900243268067e-05,2.88881932359615e-05,2.70646143927553e-05,2.26652716834902e-05,2.36430563360145e-05,2.42253166760382e-05,9.11034510440371e-06,2.26967033043444e-05,7.06327827909188e-05,7.31291565214135e-05,5.04895147607392e-06,4.94111016114811e-06,3.51046234868182e-06,4.73023579490092e-06,3.49694267778686e-06,3.44077077008186e-06,3.66504879422454e-06,3.29074651830099e-06,5.39518419279535e-06,1.83613582210051e-05,1.67800820025591e-05,1.05510367639654e-05,7.67039679291436e-06,1.80784018108522e-05,7.48034262971046e-06,7.71571265392115e-05,3.40775375743023e-06,1.43643844346219e-05,3.31982859035243e-06,3.12119230845091e-06,2.43439413561742e-06
"2179_318.673_2.986",1.85627871611954e-05,2.69261740592409e-05,2.07135730427848e-05,4.30555991636603e-06,7.05470521524203e-06,1.00553084675223e-05,1.24788346425611e-05,9.2348608450207e-06,1.0202315332066e-05,7.48801940311666e-06,1.01887869122636e-05,9.52606187859278e-06,8.07492529357397e-06,8.48044603673872e-06,9.8736402026278e-06,4.11287667747037e-06,9.41274880702749e-06,2.43919490688791e-05,2.4826380265011e-05,5.04895147607392e-06,4.94111016114811e-06,3.51046234868182e-06,4.73023579490092e-06,3.49694267778686e-06,3.44077077008186e-06,3.66504879422454e-06,3.29074651830099e-06,2.94402522197156e-06,6.89830613444458e-06,6.95623532390655e-06,3.85974903577689e-06,2.86527218689725e-06,6.71883191364324e-06,2.68799838549031e-06,2.84226762092496e-05,3.40775375743023e-06,5.81673113286745e-06,3.31982859035243e-06,3.12119230845091e-06,2.43439413561742e-06
"2181_239.126_2.989",1.85627871611954e-05,2.69261740592409e-05,2.07135730427848e-05,4.30555991636603e-06,2.92151586187969e-06,3.00639419017203e-06,4.29452532642899e-06,2.95672292611229e-06,2.73750973233777e-06,3.11766286978731e-06,2.97189937835549e-06,3.01514914187577e-06,2.97042559248229e-06,3.01604194536981e-06,4.22240052733224e-06,4.11287667747037e-06,3.08687867207116e-06,1.67242957064316e-05,1.56950980100399e-05,5.04895147607392e-06,4.94111016114811e-06,3.51046234868182e-06,4.73023579490092e-06,3.49694267778686e-06,3.44077077008186e-06,3.66504879422454e-06,3.29074651830099e-06,2.94402522197156e-06,2.9737141352116e-06,3.03699776824265e-06,2.93108135972365e-06,2.86527218689725e-06,3.12583209446197e-06,2.68799838549031e-06,1.46700822045062e-05,3.40775375743023e-06,2.95365149068321e-06,3.31982859035243e-06,3.12119230845091e-06,2.43439413561742e-06
"2182_290.232_2.989",1.85627871611954e-05,2.69261740592409e-05,2.07135730427848e-05,4.30555991636603e-06,2.92151586187969e-06,3.00639419017203e-06,4.29452532642899e-06,2.95672292611229e-06,2.73750973233777e-06,3.11766286978731e-06,2.97189937835549e-06,3.01514914187577e-06,2.97042559248229e-06,3.01604194536981e-06,4.22240052733224e-06,4.11287667747037e-06,3.08687867207116e-06,2.01107907991844e-05,2.52614349275379e-05,5.04895147607392e-06,4.94111016114811e-06,3.51046234868182e-06,4.73023579490092e-06,3.49694267778686e-06,3.44077077008186e-06,3.66504879422454e-06,3.29074651830099e-06,2.94402522197156e-06,2.9737141352116e-06,3.03699776824265e-06,2.93108135972365e-06,2.86527218689725e-06,3.12583209446197e-06,2.68799838549031e-06,2.20652895659485e-05,3.40775375743023e-06,2.95365149068321e-06,3.31982859035243e-06,3.12119230845091e-06,2.43439413561742e-06
"2183_396.295_2.989",1.85627871611954e-05,2.69261740592409e-05,2.07135730427848e-05,4.30555991636603e-06,2.92151586187969e-06,3.00639419017203e-06,4.29452532642899e-06,2.95672292611229e-06,2.73750973233777e-06,3.11766286978731e-06,2.97189937835549e-06,3.01514914187577e-06,2.97042559248229e-06,3.01604194536981e-06,4.22240052733224e-06,4.11287667747037e-06,3.08687867207116e-06,4.60274248302648e-05,4.5380246838337e-05,5.04895147607392e-06,4.94111016114811e-06,3.51046234868182e-06,4.73023579490092e-06,3.49694267778686e-06,3.44077077008186e-06,3.66504879422454e-06,3.29074651830099e-06,2.94402522197156e-06,2.9737141352116e-06,3.03699776824265e-06,2.93108135972365e-06,2.86527218689725e-06,3.12583209446197e-06,2.68799838549031e-06,3.60924902717119e-05,3.40775375743023e-06,2.95365149068321e-06,3.31982859035243e-06,3.12119230845091e-06,2.43439413561742e-06
"2186_289.191_2.994",1.85627871611954e-05,2.69261740592409e-05,2.07135730427848e-05,9.08160000329575e-06,6.42332343609236e-06,6.81953981206408e-06,1.03074811290954e-05,7.88608172900514e-06,7.88012747755983e-06,7.70229042823271e-06,7.47448949930223e-06,7.57408346684787e-06,7.57155725662126e-06,6.98653463043553e-06,9.73422866848818e-06,9.24093549155812e-06,6.32887955477697e-06,7.11814908963411e-06,4.83916883739375e-06,9.71779975921276e-06,7.76814941464426e-06,5.51146746114812e-06,6.99281584600179e-06,5.24077262847665e-06,6.4368929993749e-06,5.99928683977892e-06,5.75397916324933e-06,6.43766461832864e-06,5.1877817029976e-06,6.23337792127396e-06,5.3744804367896e-06,7.38362915308521e-06,6.30921070798216e-06,7.26574600024069e-06,5.00506723799049e-06,4.95698566668744e-06,5.609989645813e-06,5.53219903446338e-06,5.06847186720273e-06,6.0585347332647e-06
"2187_176.071_2.991",1.85627871611954e-05,2.69261740592409e-05,2.07135730427848e-05,4.03369982069514e-05,2.69438514793627e-05,2.74711161095698e-05,3.91428194179761e-05,2.54683500202498e-05,2.6604480337812e-05,2.58086125956102e-05,2.66427891018979e-05,2.4992672115604e-05,2.33328902159899e-05,2.36938213033096e-05,3.83897382071033e-05,4.65271991776071e-05,2.63961929668785e-05,2.67051826233772e-05,2.23817832500642e-05,2.576195984995e-05,2.26441159728217e-05,2.88995503736447e-05,9.97114488197174e-06,2.40842938508481e-05,2.23070047865594e-05,2.66983778543118e-05,2.72367321200669e-05,3.24795978801938e-05,2.73478891735164e-05,2.49132547648251e-05,2.88205112422768e-05,3.0720362688653e-05,2.73886404133357e-05,3.37225642505764e-05,2.88018668708529e-05,1.41063270036197e-05,2.77289805841757e-05,2.08755555558368e-05,1.06066120673477e-05,1.86312922712533e-05
"2188_181.134_2.985",1.85627871611954e-05,2.69261740592409e-05,2.07135730427848e-05,2.56188795057824e-05,6.90707867594308e-06,5.38900732841844e-06,1.65595425546828e-05,5.57363367468349e-06,7.96664470628057e-06,4.00851475263565e-06,6.00079325271274e-06,4.50101960285956e-06,4.38714397125244e-06,6.77781347593627e-06,2.21112349547631e-05,1.97845160060132e-05,7.85140541075983e-06,4.60513296108996e-06,4.91483702396629e-06,1.30361554131848e-05,2.08862484633774e-05,7.22846833957853e-06,2.34791433382539e-05,1.12191977367131e-05,1.59584337050218e-05,1.28211581651999e-05,1.89894852157661e-05,1.47995522518129e-05,1.37870049455001e-05,1.35163013048461e-05,1.2030804006805e-05,1.23999302537225e-05,1.38970062645912e-05,1.49919555454716e-05,4.51947486525188e-06,9.86168647332189e-06,1.56792636490668e-05,1.44982159623036e-05,1.92408253594806e-05,2.11943511828478e-05
"2189_238.084_2.993",1.85627871611954e-05,2.69261740592409e-05,2.07135730427848e-05,2.05178862588451e-05,1.24090051924449e-05,9.66283831486784e-06,2.01811593234979e-05,1.08411818334795e-05,1.45479372124256e-05,7.94914127869143e-06,1.19364081592662e-05,8.73577255391078e-06,9.4476748269656e-06,1.21061344915221e-05,2.07092331647983e-05,2.16901332130342e-05,1.40298225810441e-05,8.13378728652061e-06,7.80946663304826e-06,1.85281436669495e-05,2.19115524383804e-05,1.35067392534527e-05,2.08052588596783e-05,1.22563374501071e-05,1.38770478768085e-05,1.33638812377365e-05,1.32796738825651e-05,1.629745680634e-05,1.36787849658471e-05,1.28022116809006e-05,1.51206486414426e-05,1.51355621886245e-05,1.45303159491975e-05,1.85809016128682e-05,5.27169213357333e-06,1.46611411668781e-05,1.47705640622939e-05,1.3475367605741e-05,1.49609206570535e-05,1.62785156269665e-05
"2190_160.076_2.994",1.85627871611954e-05,2.69261740592409e-05,2.07135730427848e-05,8.83097720195583e-05,6.25642202910604e-05,6.28429427499238e-05,9.37304099660374e-05,6.42696330336775e-05,7.21663972973506e-05,6.58824335517637e-05,6.87624520747186e-05,6.38466237341846e-05,6.48548573720489e-05,6.21376045499195e-05,9.20385435094904e-05,8.87359477387475e-05,6.34237501784025e-05,9.3401495322024e-05,9.12428978844732e-05,0.000112674524756406,0.000114808334633496,7.42716423709846e-05,0.000110766070162183,7.57056704541039e-05,7.78557756442324e-05,7.2492767421363e-05,7.56564294900907e-05,6.34001929107798e-05,6.29248097126639e-05,6.18748135298329e-05,6.00849808486788e-05,6.14452249045798e-05,6.05505383225698e-05,6.67104098941243e-05,8.76052247712557e-05,7.82000908111891e-05,5.97594832037917e-05,7.29215247667824e-05,8.53057744152146e-05,9.22596527933374e-05
"2191_216.102_2.994",1.85627871611954e-05,2.69261740592409e-05,2.07135730427848e-05,0.00012558092689149,8.74251597372261e-05,9.22142604457896e-05,0.000136735451324556,9.37885968942147e-05,9.57887147826408e-05,0.000104293269456816,9.26973452633251e-05,0.000101077882291516,0.000100214891176005,8.79322224007494e-05,0.000127435669357719,0.000121062710659608,8.66067090045921e-05,0.000143927444904951,0.000148643166328991,0.000122346001793526,0.00011973116819758,8.13017114219437e-05,0.000109892885716549,7.50061240639913e-05,8.41681601596812e-05,7.9903591456302e-05,7.97883872864502e-05,8.28063847856643e-05,8.5457958803632e-05,8.60637709389679e-05,8.10782946025237e-05,8.38437149435571e-05,8.35802515309391e-05,8.79600977701934e-05,0.000139159629405092,7.41073514023091e-05,8.19697895014375e-05,8.06120319915625e-05,7.59851283877848e-05,8.50211311526524e-05
"2192_206.129_2.986",1.85627871611954e-05,2.69261740592409e-05,2.07135730427848e-05,8.25189094024527e-06,5.52897187165124e-06,5.57476464999651e-06,8.58944635128821e-06,5.76894485169435e-06,6.71932667319561e-06,6.10093236643522e-06,5.28718457763443e-06,6.16616654047584e-06,5.93344665380831e-06,5.24399597454655e-06,7.54848868428609e-06,9.09070682813863e-06,3.64814116532866e-06,7.66762976799784e-06,8.83735770168771e-06,1.60115631161782e-05,1.83154305691298e-05,7.99278305533567e-06,1.88330394217422e-05,1.02806456215476e-05,8.64424127927941e-06,8.29099630532596e-06,9.67934204072506e-06,5.96080249791821e-06,5.05703493070579e-06,5.48663242642406e-06,6.06049948422226e-06,5.2437600408421e-06,4.66082348830654e-06,5.50169631183777e-06,7.22410455531835e-06,1.04065868420591e-05,5.10928140602796e-06,1.20362448315108e-05,1.27519262225017e-05,1.47625409583518e-05
"2193_390.285_2.995",1.85627871611954e-05,2.69261740592409e-05,2.07135730427848e-05,4.30555991636603e-06,2.92151586187969e-06,3.00639419017203e-06,4.29452532642899e-06,2.95672292611229e-06,2.73750973233777e-06,3.11766286978731e-06,2.97189937835549e-06,3.01514914187577e-06,2.97042559248229e-06,3.01604194536981e-06,4.22240052733224e-06,4.11287667747037e-06,3.08687867207116e-06,4.18304510921682e-05,4.69297718897877e-05,5.04895147607392e-06,4.94111016114811e-06,3.51046234868182e-06,4.73023579490092e-06,3.49694267778686e-06,3.44077077008186e-06,3.66504879422454e-06,3.29074651830099e-06,2.94402522197156e-06,2.9737141352116e-06,3.03699776824265e-06,2.93108135972365e-06,2.86527218689725e-06,3.12583209446197e-06,2.68799838549031e-06,4.13471826513949e-05,3.40775375743023e-06,2.95365149068321e-06,3.31982859035243e-06,3.12119230845091e-06,2.43439413561742e-06
